fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type,alcohol_density,non-free sulfur dioxide,total_acidity,acidity_ratio,alcohol_pH_ratio,alcohol_sulfur_dioxide_ratio
5.1,0.42,0.01,1.5,0.017,25.0,102.0,0.9894,3.38,0.36,12.3,7,white,12.16962,77.0,5.52,0.9239130434782609,3.63905325443787,0.12058823529411765
6.0,0.27,0.19,1.7,0.02,24.0,110.0,0.9898,3.32,0.47,12.6,7,white,12.47148,86.0,6.27,0.9569377990430623,3.7951807228915664,0.11454545454545455
6.8,0.22,0.35,17.5,0.039,38.0,153.0,0.9994,3.24,0.42,9.0,6,white,8.9946,115.0,7.02,0.9686609686609687,2.7777777777777777,0.058823529411764705
6.5,0.08,0.33,1.9,0.028,23.0,93.0,0.991,3.34,0.7,12.0,7,white,11.892,70.0,6.58,0.9878419452887538,3.5928143712574854,0.12903225806451613
7.1,0.13,0.38,1.8,0.046,14.0,114.0,0.9925,3.32,0.9,11.7,6,white,11.61225,100.0,7.2299999999999995,0.9820193637621024,3.5240963855421685,0.10263157894736842
7.6,0.3,0.25,4.3,0.054,22.0,111.0,0.9956,3.12,0.49,9.2,5,white,9.15952,89.0,7.8999999999999995,0.9620253164556962,2.9487179487179485,0.08288288288288288
6.6,0.13,0.3,4.9,0.058,47.0,131.0,0.9946,3.51,0.45,10.3,6,white,10.244380000000001,84.0,6.7299999999999995,0.9806835066864785,2.934472934472935,0.07862595419847329
6.5,0.14,0.33,7.6,0.05,53.0,189.0,0.9966,3.25,0.49,8.6,5,white,8.57076,136.0,6.64,0.9789156626506025,2.646153846153846,0.0455026455026455
7.7,0.28,0.33,6.7,0.037,32.0,155.0,0.9951,3.39,0.62,10.7,7,white,10.64757,123.0,7.98,0.9649122807017544,3.1563421828908553,0.06903225806451613
6.0,0.2,0.71,1.6,0.15,10.0,54.0,0.9927,3.12,0.47,9.8,5,white,9.72846,44.0,6.2,0.9677419354838709,3.141025641025641,0.1814814814814815
6.0,0.19,0.71,1.5,0.152,9.0,55.0,0.9927,3.12,0.46,9.8,6,white,9.72846,46.0,6.19,0.9693053311793214,3.141025641025641,0.1781818181818182
7.7,0.28,0.33,6.7,0.037,32.0,155.0,0.9951,3.39,0.62,10.7,7,white,10.64757,123.0,7.98,0.9649122807017544,3.1563421828908553,0.06903225806451613
5.1,0.39,0.21,1.7,0.027,15.0,72.0,0.9894,3.5,0.45,12.5,6,white,12.3675,57.0,5.489999999999999,0.9289617486338798,3.5714285714285716,0.1736111111111111
5.7,0.36,0.34,4.2,0.026,21.0,77.0,0.9907,3.41,0.45,11.9,6,white,11.789330000000001,56.0,6.0600000000000005,0.9405940594059405,3.4897360703812317,0.15454545454545454
6.9,0.19,0.33,1.6,0.043,63.0,149.0,0.9925,3.44,0.52,10.8,5,white,10.719000000000001,86.0,7.090000000000001,0.9732016925246826,3.1395348837209305,0.07248322147651007
6.0,0.41,0.21,1.9,0.05,29.0,122.0,0.9928,3.42,0.52,10.5,6,white,10.4244,93.0,6.41,0.9360374414976599,3.0701754385964914,0.0860655737704918
7.4,0.28,0.3,5.3,0.054,44.0,161.0,0.9941,3.12,0.48,10.3,6,white,10.239230000000001,117.0,7.680000000000001,0.9635416666666666,3.3012820512820515,0.06397515527950311
7.4,0.3,0.3,5.2,0.053,45.0,163.0,0.9941,3.12,0.45,10.3,6,white,10.239230000000001,118.0,7.7,0.961038961038961,3.3012820512820515,0.06319018404907976
6.9,0.19,0.33,1.6,0.043,63.0,149.0,0.9925,3.44,0.52,10.8,5,white,10.719000000000001,86.0,7.090000000000001,0.9732016925246826,3.1395348837209305,0.07248322147651007
7.7,0.28,0.39,8.9,0.036,8.0,117.0,0.9935,3.06,0.38,12.0,7,white,11.922,109.0,7.98,0.9649122807017544,3.9215686274509802,0.10256410256410256
8.6,0.16,0.38,3.4,0.04,41.0,143.0,0.9932,2.95,0.39,10.2,6,white,10.13064,102.0,8.76,0.9817351598173516,3.4576271186440675,0.07132867132867132
8.2,0.26,0.44,1.3,0.046,7.0,69.0,0.9944,3.14,0.62,10.2,4,white,10.142879999999998,62.0,8.459999999999999,0.9692671394799055,3.2484076433121016,0.14782608695652172
6.5,0.25,0.27,15.2,0.049,75.0,217.0,0.9972,3.19,0.39,9.9,5,white,9.87228,142.0,6.75,0.9629629629629629,3.103448275862069,0.0456221198156682
7.0,0.24,0.18,1.3,0.046,9.0,62.0,0.994,3.38,0.47,10.1,4,white,10.039399999999999,53.0,7.24,0.9668508287292817,2.9881656804733727,0.1629032258064516
8.6,0.18,0.36,1.8,0.04,24.0,187.0,0.9956,3.25,0.55,9.5,6,white,9.4582,163.0,8.78,0.979498861047836,2.923076923076923,0.05080213903743316
7.8,0.27,0.34,1.6,0.046,27.0,154.0,0.9927,3.05,0.45,10.5,6,white,10.423350000000001,127.0,8.07,0.9665427509293679,3.4426229508196724,0.06818181818181818
6.0,0.26,0.34,1.3,0.046,6.0,29.0,0.9924,3.29,0.63,10.4,5,white,10.32096,23.0,6.26,0.9584664536741214,3.161094224924012,0.3586206896551724
6.1,0.24,0.27,9.8,0.062,33.0,152.0,0.9966,3.31,0.47,9.5,6,white,9.4677,119.0,6.34,0.9621451104100947,2.8700906344410875,0.0625
8.0,0.24,0.3,17.45,0.056,43.0,184.0,0.9997,3.05,0.5,9.2,6,white,9.197239999999999,141.0,8.24,0.970873786407767,3.0163934426229506,0.049999999999999996
7.6,0.21,0.6,2.1,0.046,47.0,165.0,0.9936,3.05,0.54,10.1,7,white,10.03536,118.0,7.81,0.9731113956466069,3.3114754098360657,0.06121212121212121
8.0,0.19,0.36,1.8,0.05,16.0,84.0,0.9936,3.15,0.45,9.8,7,white,9.737280000000002,68.0,8.19,0.9768009768009769,3.1111111111111116,0.11666666666666667
6.4,0.28,0.41,6.8,0.045,61.0,216.0,0.9952,3.09,0.46,9.4,5,white,9.35488,155.0,6.680000000000001,0.9580838323353293,3.0420711974110035,0.04351851851851852
6.4,0.28,0.43,7.1,0.045,60.0,221.0,0.9952,3.09,0.45,9.4,6,white,9.35488,161.0,6.680000000000001,0.9580838323353293,3.0420711974110035,0.04253393665158371
6.9,0.24,0.39,1.3,0.063,18.0,136.0,0.9928,3.31,0.48,10.4,7,white,10.32512,118.0,7.140000000000001,0.9663865546218487,3.1419939577039275,0.07647058823529412
5.8,0.36,0.26,3.3,0.038,40.0,153.0,0.9911,3.34,0.55,11.3,6,white,11.199430000000001,113.0,6.16,0.9415584415584415,3.383233532934132,0.0738562091503268
6.6,0.18,0.28,3.3,0.044,18.0,91.0,0.993,3.42,0.64,10.8,6,white,10.724400000000001,73.0,6.779999999999999,0.9734513274336284,3.1578947368421058,0.11868131868131869
5.8,0.36,0.26,3.3,0.038,40.0,153.0,0.9911,3.34,0.55,11.3,6,white,11.199430000000001,113.0,6.16,0.9415584415584415,3.383233532934132,0.0738562091503268
5.1,0.52,0.06,2.7,0.052,30.0,79.0,0.9932,3.32,0.43,9.3,5,white,9.23676,49.0,5.619999999999999,0.907473309608541,2.8012048192771086,0.11772151898734177
6.6,0.22,0.37,1.2,0.059,45.0,199.0,0.993,3.37,0.55,10.3,7,white,10.2279,154.0,6.819999999999999,0.967741935483871,3.056379821958457,0.05175879396984925
8.3,0.15,0.39,1.3,0.055,32.0,146.0,0.993,3.08,0.39,10.5,6,white,10.4265,114.0,8.450000000000001,0.9822485207100591,3.409090909090909,0.07191780821917808
7.6,0.16,0.44,1.4,0.043,25.0,109.0,0.9932,3.11,0.75,10.3,6,white,10.22996,84.0,7.76,0.979381443298969,3.311897106109325,0.0944954128440367
7.7,0.16,0.41,1.7,0.048,60.0,173.0,0.9932,3.24,0.66,11.2,7,white,11.12384,113.0,7.86,0.9796437659033078,3.4567901234567895,0.06473988439306358
8.3,0.16,0.48,1.7,0.057,31.0,98.0,0.9943,3.15,0.41,10.3,6,white,10.241290000000001,67.0,8.46,0.9810874704491725,3.26984126984127,0.10510204081632654
6.2,0.25,0.47,11.6,0.048,62.0,210.0,0.9968,3.19,0.5,9.5,5,white,9.4696,148.0,6.45,0.9612403100775194,2.9780564263322886,0.04523809523809524
6.1,0.16,0.27,12.6,0.064,63.0,162.0,0.9994,3.66,0.43,8.9,5,white,8.89466,99.0,6.26,0.9744408945686901,2.431693989071038,0.05493827160493828
7.6,0.39,0.22,2.8,0.036,19.0,113.0,0.9926,3.03,0.29,10.2,5,white,10.12452,94.0,7.989999999999999,0.951188986232791,3.366336633663366,0.09026548672566372
6.8,0.37,0.47,11.2,0.071,44.0,136.0,0.9968,2.98,0.88,9.2,5,white,9.17056,92.0,7.17,0.9483960948396095,3.087248322147651,0.06764705882352941
7.6,0.16,0.44,1.4,0.043,25.0,109.0,0.9932,3.11,0.75,10.3,6,white,10.22996,84.0,7.76,0.979381443298969,3.311897106109325,0.0944954128440367
7.1,0.18,0.42,1.4,0.045,47.0,157.0,0.9916,2.95,0.31,10.5,6,white,10.4118,110.0,7.279999999999999,0.9752747252747254,3.559322033898305,0.06687898089171974
8.3,0.14,0.26,1.5,0.049,56.0,189.0,0.9946,3.21,0.62,9.5,6,white,9.4487,133.0,8.440000000000001,0.9834123222748814,2.959501557632399,0.05026455026455026
8.6,0.2,0.42,1.5,0.041,35.0,125.0,0.9925,3.11,0.49,11.4,7,white,11.3145,90.0,8.799999999999999,0.9772727272727274,3.6655948553054665,0.0912
8.6,0.2,0.42,1.5,0.041,35.0,125.0,0.9925,3.11,0.49,11.4,7,white,11.3145,90.0,8.799999999999999,0.9772727272727274,3.6655948553054665,0.0912
6.8,0.19,0.32,7.05,0.019,54.0,188.0,0.9935,3.25,0.37,11.1,8,white,11.02785,134.0,6.99,0.9728183118741058,3.4153846153846152,0.05904255319148936
7.6,0.19,0.38,10.6,0.06,48.0,174.0,0.9962,3.13,0.38,10.5,6,white,10.4601,126.0,7.79,0.975609756097561,3.354632587859425,0.0603448275862069
6.8,0.34,0.74,2.8,0.088,23.0,185.0,0.9928,3.51,0.7,12.0,6,white,11.9136,162.0,7.14,0.9523809523809524,3.418803418803419,0.06486486486486487
6.2,0.15,0.46,1.6,0.039,38.0,123.0,0.993,3.38,0.51,9.7,6,white,9.6321,85.0,6.3500000000000005,0.9763779527559054,2.8698224852071004,0.07886178861788617
6.6,0.14,0.44,1.6,0.042,47.0,140.0,0.993,3.32,0.51,10.2,6,white,10.128599999999999,93.0,6.739999999999999,0.9792284866468843,3.072289156626506,0.07285714285714286
8.0,0.55,0.17,8.2,0.04,13.0,60.0,0.9956,3.09,0.3,9.5,4,white,9.4582,47.0,8.55,0.935672514619883,3.074433656957929,0.15833333333333333
7.0,0.24,0.35,1.5,0.052,51.0,128.0,0.9941,3.41,0.59,10.4,7,white,10.33864,77.0,7.24,0.9668508287292817,3.0498533724340176,0.08125
6.3,0.6,0.44,11.0,0.05,50.0,245.0,0.9972,3.19,0.57,9.3,4,white,9.27396,195.0,6.8999999999999995,0.9130434782608696,2.9153605015673985,0.03795918367346939
7.1,0.2,0.41,2.1,0.054,24.0,166.0,0.9948,3.48,0.62,10.5,6,white,10.4454,142.0,7.3,0.9726027397260274,3.0172413793103448,0.06325301204819277
6.2,0.34,0.29,7.6,0.047,45.0,232.0,0.9955,3.35,0.62,10.0,6,white,9.955,187.0,6.54,0.9480122324159022,2.9850746268656714,0.04310344827586207
7.1,0.3,0.36,6.8,0.055,44.5,234.0,0.9972,3.49,0.64,10.2,6,white,10.171439999999999,189.5,7.3999999999999995,0.9594594594594594,2.922636103151862,0.04358974358974359
7.1,0.3,0.36,6.8,0.055,44.5,234.0,0.9972,3.49,0.64,10.2,6,white,10.171439999999999,189.5,7.3999999999999995,0.9594594594594594,2.922636103151862,0.04358974358974359
7.9,0.64,0.46,10.6,0.244,33.0,227.0,0.9983,2.87,0.74,9.1,3,white,9.084529999999999,194.0,8.540000000000001,0.9250585480093676,3.170731707317073,0.04008810572687224
8.8,0.17,0.38,1.8,0.04,39.0,148.0,0.9942,3.16,0.67,10.2,6,white,10.140839999999999,109.0,8.97,0.9810479375696767,3.2278481012658222,0.06891891891891891
7.5,0.17,0.37,1.5,0.06,18.0,75.0,0.9936,3.54,0.88,10.7,5,white,10.63152,57.0,7.67,0.9778357235984355,3.022598870056497,0.14266666666666666
7.1,0.47,0.24,6.0,0.044,11.0,77.0,0.9956,3.21,0.56,9.7,5,white,9.65732,66.0,7.569999999999999,0.9379128137384413,3.021806853582554,0.12597402597402596
7.1,0.15,0.34,5.3,0.034,33.0,104.0,0.9953,3.37,0.52,9.3,7,white,9.25629,71.0,7.25,0.9793103448275862,2.7596439169139466,0.08942307692307692
7.5,0.17,0.34,1.4,0.035,13.0,102.0,0.9918,3.05,0.74,11.0,5,white,10.9098,89.0,7.67,0.9778357235984355,3.6065573770491803,0.10784313725490197
8.2,0.68,0.3,2.1,0.047,17.0,138.0,0.995,3.22,0.71,10.8,4,white,10.746,121.0,8.879999999999999,0.9234234234234234,3.3540372670807455,0.0782608695652174
7.7,0.275,0.3,1.0,0.039,19.0,75.0,0.992,3.01,0.56,10.7,5,white,10.6144,56.0,7.9750000000000005,0.9655172413793103,3.5548172757475083,0.14266666666666666
7.3,0.49,0.32,5.2,0.043,18.0,104.0,0.9952,3.24,0.45,10.7,4,white,10.648639999999999,86.0,7.79,0.9370988446726572,3.3024691358024687,0.10288461538461538
7.5,0.33,0.48,19.45,0.048,55.0,243.0,1.001,2.95,0.4,8.8,5,white,8.8088,188.0,7.83,0.9578544061302682,2.983050847457627,0.03621399176954733
7.2,0.21,0.37,1.6,0.049,23.0,94.0,0.9924,3.16,0.48,10.9,7,white,10.81716,71.0,7.41,0.97165991902834,3.449367088607595,0.11595744680851064
7.3,0.15,0.4,2.0,0.05,24.0,92.0,0.9932,3.14,0.45,10.5,5,white,10.4286,68.0,7.45,0.9798657718120805,3.343949044585987,0.11413043478260869
6.5,0.19,0.1,1.3,0.046,23.0,107.0,0.9937,3.29,0.45,10.0,5,white,9.937000000000001,84.0,6.69,0.9715994020926756,3.03951367781155,0.09345794392523364
7.0,0.31,0.52,1.7,0.029,5.0,61.0,0.9918,3.07,0.43,10.4,5,white,10.314720000000001,56.0,7.31,0.957592339261286,3.3876221498371337,0.17049180327868854
8.3,0.4,0.38,1.1,0.038,15.0,75.0,0.9934,3.03,0.43,9.2,5,white,9.13928,60.0,8.700000000000001,0.9540229885057471,3.036303630363036,0.12266666666666666
6.1,0.37,0.36,4.7,0.035,36.0,116.0,0.991,3.31,0.62,12.6,6,white,12.4866,80.0,6.47,0.9428129829984544,3.806646525679758,0.10862068965517241
7.3,0.24,0.34,7.5,0.048,29.0,152.0,0.9962,3.1,0.54,9.0,5,white,8.9658,123.0,7.54,0.9681697612732095,2.903225806451613,0.05921052631578947
6.9,0.21,0.81,1.1,0.137,52.0,123.0,0.9932,3.03,0.39,9.2,6,white,9.13744,71.0,7.11,0.9704641350210971,3.036303630363036,0.07479674796747966
7.6,0.29,0.42,1.3,0.035,18.0,86.0,0.9908,2.99,0.39,11.3,5,white,11.19604,68.0,7.89,0.9632446134347274,3.779264214046823,0.1313953488372093
9.4,0.29,0.55,2.2,0.05,17.0,119.0,0.9962,3.12,0.69,10.3,4,white,10.260860000000001,102.0,9.69,0.9700722394220848,3.3012820512820515,0.08655462184873951
7.0,0.31,0.52,1.7,0.029,5.0,61.0,0.9918,3.07,0.43,10.4,5,white,10.314720000000001,56.0,7.31,0.957592339261286,3.3876221498371337,0.17049180327868854
8.6,0.26,0.41,2.2,0.049,29.0,111.0,0.9941,2.96,0.44,10.0,5,white,9.940999999999999,82.0,8.86,0.9706546275395034,3.3783783783783785,0.09009009009009009
7.5,0.21,0.34,1.2,0.06,26.0,111.0,0.9931,3.51,0.47,10.7,6,white,10.626169999999998,85.0,7.71,0.9727626459143969,3.0484330484330484,0.09639639639639638
7.2,0.51,0.24,10.0,0.093,35.0,197.0,0.9981,3.41,0.47,9.0,5,white,8.9829,162.0,7.71,0.933852140077821,2.6392961876832843,0.04568527918781726
7.5,0.21,0.34,1.2,0.06,26.0,111.0,0.9931,3.51,0.47,10.7,6,white,10.626169999999998,85.0,7.71,0.9727626459143969,3.0484330484330484,0.09639639639639638
5.3,0.3,0.2,1.1,0.077,48.0,166.0,0.9944,3.3,0.54,8.7,4,white,8.651279999999998,118.0,5.6,0.9464285714285715,2.6363636363636362,0.05240963855421686
8.0,0.26,0.36,2.0,0.054,30.0,121.0,0.992,3.09,0.72,11.6,7,white,11.5072,91.0,8.26,0.9685230024213075,3.754045307443366,0.09586776859504131
7.0,0.21,0.28,7.5,0.07,45.0,185.0,0.9966,3.34,0.55,9.4,5,white,9.36804,140.0,7.21,0.970873786407767,2.81437125748503,0.05081081081081081
6.7,0.26,0.26,4.0,0.079,35.5,216.0,0.9956,3.31,0.68,9.5,5,white,9.4582,180.5,6.96,0.9626436781609196,2.8700906344410875,0.04398148148148148
6.7,0.26,0.26,4.1,0.073,36.0,202.0,0.9956,3.3,0.67,9.5,5,white,9.4582,166.0,6.96,0.9626436781609196,2.878787878787879,0.04702970297029703
8.1,0.26,0.37,1.9,0.072,48.0,159.0,0.9949,3.37,0.7,10.9,6,white,10.84441,111.0,8.36,0.9688995215311005,3.234421364985163,0.06855345911949685
8.3,0.22,0.38,14.8,0.054,32.0,126.0,1.0002,3.22,0.5,9.7,5,white,9.701939999999999,94.0,8.520000000000001,0.9741784037558685,3.012422360248447,0.07698412698412697
6.4,0.3,0.51,5.5,0.048,62.0,172.0,0.9942,3.08,0.45,9.1,6,white,9.04722,110.0,6.7,0.9552238805970149,2.954545454545454,0.05290697674418605
7.5,0.19,0.34,2.6,0.037,33.0,125.0,0.9923,3.1,0.49,11.1,7,white,11.014529999999999,92.0,7.69,0.9752925877763329,3.5806451612903225,0.0888
8.8,0.33,0.44,6.35,0.024,9.0,87.0,0.9917,2.96,0.4,12.6,7,white,12.49542,78.0,9.13,0.963855421686747,4.256756756756757,0.14482758620689654
6.9,0.2,0.36,1.5,0.031,38.0,147.0,0.9931,3.35,0.56,11.0,6,white,10.9241,109.0,7.1000000000000005,0.9718309859154929,3.2835820895522385,0.07482993197278912
8.0,0.37,0.32,1.6,0.04,32.0,166.0,0.992,3.0,0.55,11.3,7,white,11.2096,134.0,8.37,0.9557945041816011,3.766666666666667,0.06807228915662651
8.3,0.22,0.38,14.8,0.054,32.0,126.0,1.0002,3.22,0.5,9.7,5,white,9.701939999999999,94.0,8.520000000000001,0.9741784037558685,3.012422360248447,0.07698412698412697
8.2,0.29,0.33,9.1,0.036,28.0,118.0,0.9953,2.96,0.4,10.9,7,white,10.84877,90.0,8.489999999999998,0.9658421672555949,3.6824324324324325,0.0923728813559322
7.7,0.34,0.3,8.0,0.048,25.0,192.0,0.9951,2.97,0.47,10.9,5,white,10.84659,167.0,8.040000000000001,0.9577114427860696,3.67003367003367,0.05677083333333333
6.2,0.55,0.45,12.0,0.049,27.0,186.0,0.9974,3.17,0.5,9.3,6,white,9.27582,159.0,6.75,0.9185185185185185,2.933753943217666,0.05
6.4,0.4,0.19,3.2,0.033,28.0,124.0,0.9904,3.22,0.54,12.7,7,white,12.578079999999998,96.0,6.800000000000001,0.9411764705882353,3.944099378881987,0.10241935483870968
7.5,0.28,0.33,7.7,0.048,42.0,180.0,0.9974,3.37,0.59,10.1,6,white,10.073739999999999,138.0,7.78,0.9640102827763496,2.9970326409495547,0.05611111111111111
7.8,0.26,0.44,1.3,0.037,43.0,132.0,0.9944,3.18,0.65,10.0,5,white,9.943999999999999,89.0,8.06,0.9677419354838709,3.144654088050314,0.07575757575757576
6.5,0.26,0.34,16.3,0.051,56.0,197.0,1.0004,3.49,0.42,9.8,5,white,9.80392,141.0,6.76,0.9615384615384616,2.8080229226361033,0.04974619289340102
6.3,0.34,0.29,6.2,0.046,29.0,227.0,0.9952,3.29,0.53,10.1,6,white,10.05152,198.0,6.64,0.9487951807228916,3.0699088145896654,0.04449339207048458
6.8,0.15,0.33,4.7,0.059,31.0,118.0,0.9956,3.43,0.39,9.0,7,white,8.9604,87.0,6.95,0.9784172661870503,2.6239067055393583,0.07627118644067797
6.3,0.27,0.25,5.8,0.038,52.0,155.0,0.995,3.28,0.38,9.4,6,white,9.353,103.0,6.57,0.958904109589041,2.8658536585365857,0.06064516129032258
6.3,0.27,0.25,5.8,0.038,52.0,155.0,0.995,3.28,0.38,9.4,6,white,9.353,103.0,6.57,0.958904109589041,2.8658536585365857,0.06064516129032258
7.4,0.2,0.37,16.95,0.048,43.0,190.0,0.9995,3.03,0.42,9.2,6,white,9.1954,147.0,7.6000000000000005,0.9736842105263158,3.036303630363036,0.04842105263157894
6.3,0.23,0.21,5.1,0.035,29.0,142.0,0.9942,3.36,0.33,10.1,7,white,10.041419999999999,113.0,6.53,0.9647779479326186,3.005952380952381,0.07112676056338028
7.3,0.31,0.69,10.2,0.041,58.0,160.0,0.9977,3.06,0.45,8.6,5,white,8.58022,102.0,7.609999999999999,0.9592641261498029,2.810457516339869,0.05375
5.2,0.24,0.45,3.8,0.027,21.0,128.0,0.992,3.55,0.49,11.2,8,white,11.110399999999998,107.0,5.44,0.9558823529411764,3.1549295774647885,0.0875
7.0,0.24,0.32,1.3,0.037,39.0,123.0,0.992,3.17,0.42,11.2,8,white,11.110399999999998,84.0,7.24,0.9668508287292817,3.533123028391167,0.09105691056910568
7.4,0.2,0.37,16.95,0.048,43.0,190.0,0.9995,3.03,0.42,9.2,6,white,9.1954,147.0,7.6000000000000005,0.9736842105263158,3.036303630363036,0.04842105263157894
7.0,0.17,0.33,4.0,0.034,17.0,127.0,0.9934,3.19,0.39,10.6,7,white,10.53004,110.0,7.17,0.9762900976290098,3.322884012539185,0.08346456692913386
8.3,0.21,0.58,17.1,0.049,62.0,213.0,1.0006,3.01,0.51,9.3,6,white,9.30558,151.0,8.510000000000002,0.9753231492361926,3.0897009966777413,0.04366197183098592
7.2,0.21,0.35,14.5,0.048,35.0,178.0,0.9982,3.05,0.47,8.9,6,white,8.88398,143.0,7.41,0.97165991902834,2.918032786885246,0.05
7.1,0.21,0.4,1.2,0.069,24.0,156.0,0.9928,3.42,0.43,10.6,6,white,10.52368,132.0,7.31,0.9712722298221614,3.0994152046783627,0.06794871794871794
8.4,0.17,0.31,6.7,0.038,29.0,132.0,0.9945,3.1,0.32,10.6,7,white,10.5417,103.0,8.57,0.9801633605600933,3.419354838709677,0.0803030303030303
7.4,0.24,0.31,8.4,0.045,52.0,183.0,0.9963,3.09,0.32,8.8,5,white,8.76744,131.0,7.640000000000001,0.9685863874345549,2.84789644012945,0.048087431693989074
5.3,0.24,0.33,1.3,0.033,25.0,97.0,0.9906,3.59,0.38,11.0,8,white,10.896600000000001,72.0,5.54,0.9566787003610108,3.064066852367688,0.1134020618556701
6.5,0.28,0.26,8.8,0.04,44.0,139.0,0.9956,3.32,0.37,10.2,6,white,10.15512,95.0,6.78,0.9587020648967551,3.072289156626506,0.07338129496402877
6.3,0.23,0.21,5.1,0.035,29.0,142.0,0.9942,3.36,0.33,10.1,7,white,10.041419999999999,113.0,6.53,0.9647779479326186,3.005952380952381,0.07112676056338028
6.5,0.29,0.25,10.6,0.039,32.0,120.0,0.9962,3.31,0.34,10.1,6,white,10.06162,88.0,6.79,0.9572901325478645,3.051359516616314,0.08416666666666667
5.8,0.29,0.21,2.6,0.025,12.0,120.0,0.9894,3.39,0.79,14.0,7,white,13.8516,108.0,6.09,0.9523809523809523,4.129793510324483,0.11666666666666667
6.3,0.27,0.25,5.8,0.038,52.0,155.0,0.995,3.28,0.38,9.4,6,white,9.353,103.0,6.57,0.958904109589041,2.8658536585365857,0.06064516129032258
6.3,0.17,0.42,2.8,0.028,45.0,107.0,0.9908,3.27,0.43,11.8,6,white,11.69144,62.0,6.47,0.973724884080371,3.6085626911314987,0.1102803738317757
6.3,0.16,0.4,1.6,0.033,59.0,148.0,0.9914,3.44,0.53,11.4,5,white,11.30196,89.0,6.46,0.9752321981424148,3.313953488372093,0.07702702702702703
7.9,0.29,0.39,6.7,0.036,6.0,117.0,0.9938,3.12,0.42,10.7,5,white,10.633659999999999,111.0,8.19,0.9645909645909647,3.4294871794871793,0.09145299145299145
7.3,0.31,0.69,10.2,0.041,58.0,160.0,0.9977,3.06,0.45,8.6,5,white,8.58022,102.0,7.609999999999999,0.9592641261498029,2.810457516339869,0.05375
5.5,0.32,0.45,4.9,0.028,25.0,191.0,0.9922,3.51,0.49,11.5,7,white,11.4103,166.0,5.82,0.9450171821305842,3.2763532763532766,0.060209424083769635
5.2,0.24,0.45,3.8,0.027,21.0,128.0,0.992,3.55,0.49,11.2,8,white,11.110399999999998,107.0,5.44,0.9558823529411764,3.1549295774647885,0.0875
7.2,0.37,0.15,2.0,0.029,27.0,87.0,0.9903,3.3,0.59,12.6,7,white,12.47778,60.0,7.57,0.9511228533685601,3.8181818181818183,0.14482758620689654
6.1,0.29,0.27,1.7,0.024,13.0,76.0,0.9893,3.21,0.51,12.6,7,white,12.465179999999998,63.0,6.39,0.9546165884194053,3.925233644859813,0.16578947368421051
9.2,0.22,0.4,2.4,0.054,18.0,151.0,0.9952,3.04,0.46,9.3,4,white,9.25536,133.0,9.42,0.9766454352441613,3.05921052631579,0.06158940397350994
7.2,0.37,0.15,2.0,0.029,27.0,87.0,0.9903,3.3,0.59,12.6,7,white,12.47778,60.0,7.57,0.9511228533685601,3.8181818181818183,0.14482758620689654
8.0,0.18,0.37,1.3,0.04,15.0,96.0,0.9912,3.06,0.61,12.1,6,white,11.993519999999998,81.0,8.18,0.9779951100244499,3.9542483660130716,0.12604166666666666
6.5,0.22,0.34,12.0,0.053,55.0,177.0,0.9983,3.52,0.44,9.9,6,white,9.88317,122.0,6.72,0.9672619047619048,2.8125,0.05593220338983051
7.4,0.18,0.4,1.6,0.047,22.0,102.0,0.9937,3.28,0.44,10.7,5,white,10.63259,80.0,7.58,0.9762532981530343,3.2621951219512195,0.10490196078431371
6.5,0.52,0.17,1.4,0.047,5.0,26.0,0.9932,3.26,0.32,10.0,4,white,9.932,21.0,7.02,0.9259259259259259,3.067484662576687,0.38461538461538464
7.0,0.15,0.38,2.2,0.047,33.0,96.0,0.9928,3.13,0.39,10.4,8,white,10.32512,63.0,7.15,0.979020979020979,3.3226837060702876,0.10833333333333334
5.9,0.415,0.13,1.4,0.04,11.0,64.0,0.9922,3.29,0.52,10.5,5,white,10.418099999999999,53.0,6.315,0.934283452098179,3.1914893617021276,0.1640625
8.1,0.45,0.34,8.3,0.037,33.0,216.0,0.9976,3.31,0.64,9.7,5,white,9.67672,183.0,8.549999999999999,0.9473684210526316,2.930513595166163,0.0449074074074074
5.8,0.415,0.13,1.4,0.04,11.0,64.0,0.9922,3.29,0.52,10.5,5,white,10.418099999999999,53.0,6.215,0.9332260659694288,3.1914893617021276,0.1640625
6.4,0.5,0.16,12.9,0.042,26.0,138.0,0.9974,3.28,0.33,9.0,5,white,8.9766,112.0,6.9,0.927536231884058,2.7439024390243905,0.06521739130434782
6.7,0.105,0.32,12.4,0.051,34.0,106.0,0.998,3.54,0.45,9.2,6,white,9.1816,72.0,6.805000000000001,0.9845701689933871,2.5988700564971747,0.08679245283018867
6.0,0.4,0.3,1.6,0.047,30.0,117.0,0.9931,3.17,0.48,10.1,6,white,10.03031,87.0,6.4,0.9375,3.186119873817035,0.08632478632478632
6.6,0.25,0.39,1.45,0.04,40.0,89.0,0.9911,3.35,0.4,11.4,7,white,11.298540000000001,49.0,6.85,0.9635036496350365,3.4029850746268657,0.12808988764044943
9.8,0.36,0.45,1.6,0.042,11.0,124.0,0.9944,2.93,0.46,10.8,5,white,10.73952,113.0,10.16,0.9645669291338583,3.6860068259385668,0.08709677419354839
